#name	source
ENSMUST00000136127	processed_transcript
ENSMUST00000083419	snoRNA
ENSMUST00000082453	snoRNA
ENSMUST00000102568	protein_coding
ENSMUST00000084170	protein_coding
ENSMUST00000084249	protein_coding
ENSMUST00000127516	processed_transcript
ENSMUST00000152271	protein_coding
ENSMUST00000136711	protein_coding
ENSMUST00000175120	miRNA
ENSMUST00000082805	snRNA
ENSMUST00000102567	protein_coding
ENSMUST00000123604	protein_coding
ENSMUST00000030724	protein_coding
ENSMUST00000131733	antisense
ENSMUST00000152993	protein_coding
ENSMUST00000067496	protein_coding
ENSMUST00000145795	retained_intron
ENSMUST00000124471	antisense
ENSMUST00000139074	nonsense_mediated_decay
ENSMUST00000094657	protein_coding
ENSMUST00000142281	retained_intron
ENSMUST00000144073	nonsense_mediated_decay
ENSMUST00000105940	protein_coding
ENSMUST00000067467	nonsense_mediated_decay
ENSMUST00000105939	protein_coding
ENSMUST00000138334	nonsense_mediated_decay
ENSMUST00000150207	protein_coding
ENSMUST00000105938	retained_intron
ENSMUST00000156385	protein_coding
ENSMUST00000083689	snRNA
ENSMUST00000105937	retained_intron
ENSMUST00000070690	protein_coding
ENSMUST00000135299	protein_coding
ENSMUST00000081726	protein_coding
ENSMUST00000180250	protein_coding
ENSMUST00000020197	protein_coding
ENSMUST00000079157	protein_coding
ENSMUST00000127682	processed_transcript
ENSMUST00000134868	processed_transcript
ENSMUST00000157029	processed_transcript
ENSMUST00000145668	processed_transcript
ENSMUST00000142998	processed_transcript
ENSMUST00000142301	processed_transcript
ENSMUST00000153809	processed_transcript
ENSMUST00000130833	processed_transcript
ENSMUST00000045550	protein_coding
ENSMUST00000150104	processed_transcript
ENSMUST00000143642	processed_transcript
ENSMUST00000030709	protein_coding
ENSMUST00000153046	processed_transcript
ENSMUST00000102561	protein_coding
ENSMUST00000130090	retained_intron
ENSMUST00000133415	retained_intron
ENSMUST00000130444	retained_intron
ENSMUST00000156968	protein_coding
ENSMUST00000045154	protein_coding
ENSMUST00000121181	processed_pseudogene
ENSMUST00000030702	protein_coding
ENSMUST00000105919	protein_coding
ENSMUST00000156777	processed_transcript
ENSMUST00000131725	processed_transcript
ENSMUST00000148228	processed_transcript
ENSMUST00000158365	scaRNA
ENSMUST00000030698	protein_coding
ENSMUST00000137109	processed_transcript
ENSMUST00000117591	processed_pseudogene
ENSMUST00000030696	protein_coding
ENSMUST00000097856	protein_coding
ENSMUST00000148667	protein_coding
ENSMUST00000157286	snRNA
ENSMUST00000124451	processed_transcript
ENSMUST00000030693	protein_coding
ENSMUST00000138179	processed_transcript
ENSMUST00000171223	protein_coding
ENSMUST00000154646	processed_transcript
ENSMUST00000105915	protein_coding
ENSMUST00000105916	protein_coding
ENSMUST00000135548	processed_transcript
ENSMUST00000145682	processed_transcript
ENSMUST00000156677	processed_transcript
ENSMUST00000154482	processed_transcript
ENSMUST00000142524	processed_transcript
ENSMUST00000044521	protein_coding
ENSMUST00000105914	protein_coding
ENSMUST00000148518	processed_transcript
ENSMUST00000084241	protein_coding
ENSMUST00000138831	protein_coding
ENSMUST00000136132	processed_transcript
ENSMUST00000158673	misc_RNA
ENSMUST00000123578	processed_transcript
ENSMUST00000105912	protein_coding
ENSMUST00000136637	processed_transcript
ENSMUST00000105911	protein_coding
ENSMUST00000052090	protein_coding
ENSMUST00000151025	protein_coding
ENSMUST00000150744	processed_transcript
ENSMUST00000105910	protein_coding
ENSMUST00000126929	processed_transcript
ENSMUST00000134713	retained_intron
ENSMUST00000030677	protein_coding
ENSMUST00000123612	processed_transcript
ENSMUST00000127681	processed_transcript
ENSMUST00000134895	processed_transcript
ENSMUST00000105908	protein_coding
ENSMUST00000030674	protein_coding
ENSMUST00000142039	processed_transcript
ENSMUST00000154911	processed_transcript
ENSMUST00000105907	protein_coding
ENSMUST00000137622	nonsense_mediated_decay
ENSMUST00000139030	nonsense_mediated_decay
ENSMUST00000134781	nonsense_mediated_decay
ENSMUST00000132713	retained_intron
ENSMUST00000153059	retained_intron
ENSMUST00000120792	processed_pseudogene
ENSMUST00000043305	protein_coding
ENSMUST00000105906	protein_coding
ENSMUST00000135929	processed_transcript
ENSMUST00000145426	processed_transcript
ENSMUST00000140976	processed_transcript
ENSMUST00000030669	protein_coding
ENSMUST00000175004	miRNA
ENSMUST00000140681	processed_transcript
ENSMUST00000156079	processed_transcript
ENSMUST00000132864	processed_transcript
ENSMUST00000141658	processed_transcript
ENSMUST00000132840	antisense
ENSMUST00000051676	protein_coding
ENSMUST00000125541	protein_coding
ENSMUST00000123169	processed_transcript
ENSMUST00000149807	protein_coding
ENSMUST00000042919	protein_coding
ENSMUST00000153811	protein_coding
ENSMUST00000105901	protein_coding
ENSMUST00000121797	protein_coding
ENSMUST00000030665	protein_coding
ENSMUST00000141860	processed_transcript
ENSMUST00000148612	processed_transcript
ENSMUST00000042706	protein_coding
ENSMUST00000175076	miRNA
ENSMUST00000030662	protein_coding
ENSMUST00000154648	processed_transcript
ENSMUST00000030661	protein_coding
ENSMUST00000105899	protein_coding
ENSMUST00000148909	processed_transcript
ENSMUST00000057311	protein_coding
ENSMUST00000084238	protein_coding
ENSMUST00000135999	retained_intron
ENSMUST00000142382	processed_transcript
ENSMUST00000138639	retained_intron
ENSMUST00000146464	processed_transcript
ENSMUST00000119668	processed_pseudogene
ENSMUST00000175290	misc_RNA
ENSMUST00000062118	protein_coding
ENSMUST00000067902	protein_coding
ENSMUST00000151837	processed_transcript
ENSMUST00000145664	protein_coding
ENSMUST00000105897	protein_coding
ENSMUST00000008024	protein_coding
ENSMUST00000138473	retained_intron
ENSMUST00000168582	retained_intron
ENSMUST00000139709	protein_coding
ENSMUST00000122606	snRNA
ENSMUST00000129875	lincRNA
ENSMUST00000105894	protein_coding
ENSMUST00000168974	protein_coding
ENSMUST00000003741	protein_coding
ENSMUST00000157067	protein_coding
ENSMUST00000174481	protein_coding
ENSMUST00000137486	protein_coding
ENSMUST00000173989	retained_intron
ENSMUST00000129636	retained_intron
ENSMUST00000133742	antisense
ENSMUST00000173961	processed_transcript
ENSMUST00000134799	antisense
ENSMUST00000118376	processed_pseudogene
ENSMUST00000158696	snRNA
ENSMUST00000102553	protein_coding
ENSMUST00000105893	protein_coding
ENSMUST00000145025	retained_intron
ENSMUST00000100472	protein_coding
ENSMUST00000102552	protein_coding
ENSMUST00000138458	processed_transcript
ENSMUST00000137456	processed_transcript
ENSMUST00000125266	processed_transcript
ENSMUST00000123234	protein_coding
ENSMUST00000130809	retained_intron
ENSMUST00000136327	protein_coding
ENSMUST00000153622	retained_intron
ENSMUST00000136859	retained_intron
ENSMUST00000144668	protein_coding
ENSMUST00000012262	protein_coding
ENSMUST00000134096	processed_transcript
ENSMUST00000142660	processed_transcript
ENSMUST00000146241	processed_transcript
ENSMUST00000105887	protein_coding
ENSMUST00000130464	protein_coding
ENSMUST00000105886	protein_coding
ENSMUST00000105885	protein_coding
ENSMUST00000105889	protein_coding
ENSMUST00000150729	processed_transcript
ENSMUST00000051674	protein_coding
ENSMUST00000176113	protein_coding
ENSMUST00000176292	protein_coding
ENSMUST00000176897	protein_coding
ENSMUST00000137962	processed_transcript
ENSMUST00000105884	protein_coding
ENSMUST00000137053	protein_coding
ENSMUST00000121391	protein_coding
ENSMUST00000149504	processed_transcript
ENSMUST00000149956	protein_coding
ENSMUST00000153392	retained_intron
ENSMUST00000140125	retained_intron
ENSMUST00000132872	retained_intron
ENSMUST00000149080	retained_intron
ENSMUST00000137529	retained_intron
ENSMUST00000145122	processed_transcript
ENSMUST00000146102	retained_intron
ENSMUST00000143295	processed_transcript
ENSMUST00000000696	protein_coding
ENSMUST00000137445	processed_transcript
ENSMUST00000131329	processed_transcript
ENSMUST00000074690	protein_coding
ENSMUST00000142442	processed_transcript
ENSMUST00000070246	protein_coding
ENSMUST00000156323	processed_transcript
ENSMUST00000156750	protein_coding
ENSMUST00000127632	processed_transcript
ENSMUST00000123281	processed_transcript
ENSMUST00000135287	processed_transcript
ENSMUST00000139616	processed_transcript
ENSMUST00000151113	protein_coding
ENSMUST00000151407	processed_transcript
ENSMUST00000030651	protein_coding
ENSMUST00000105879	protein_coding
ENSMUST00000136408	retained_intron
ENSMUST00000040271	protein_coding
ENSMUST00000121566	protein_coding
ENSMUST00000138144	processed_transcript
ENSMUST00000126014	retained_intron
ENSMUST00000141992	retained_intron
ENSMUST00000145531	processed_transcript
ENSMUST00000137388	nonsense_mediated_decay
ENSMUST00000141384	processed_transcript
ENSMUST00000132120	retained_intron
ENSMUST00000097849	protein_coding
ENSMUST00000122228	processed_pseudogene
ENSMUST00000055892	protein_coding
ENSMUST00000169381	protein_coding
ENSMUST00000105878	protein_coding
ENSMUST00000130984	processed_transcript
ENSMUST00000030645	protein_coding
ENSMUST00000144504	processed_transcript
ENSMUST00000146283	processed_transcript
ENSMUST00000145998	processed_transcript
ENSMUST00000124181	processed_transcript
ENSMUST00000030644	protein_coding
ENSMUST00000129183	processed_transcript
ENSMUST00000135228	protein_coding
ENSMUST00000124452	nonsense_mediated_decay
ENSMUST00000144222	protein_coding
ENSMUST00000143448	protein_coding
ENSMUST00000125921	protein_coding
ENSMUST00000122952	protein_coding
ENSMUST00000131447	protein_coding
ENSMUST00000134320	processed_transcript
ENSMUST00000060050	protein_coding
ENSMUST00000138366	processed_transcript
ENSMUST00000061234	protein_coding
ENSMUST00000105877	protein_coding
ENSMUST00000105876	protein_coding
ENSMUST00000145006	protein_coding
ENSMUST00000127857	protein_coding
ENSMUST00000142504	processed_transcript
ENSMUST00000105875	protein_coding
ENSMUST00000030638	protein_coding
ENSMUST00000134164	retained_intron
ENSMUST00000135576	processed_transcript
ENSMUST00000117229	processed_pseudogene
ENSMUST00000105873	protein_coding
ENSMUST00000105874	protein_coding
ENSMUST00000105872	protein_coding
ENSMUST00000081094	protein_coding
ENSMUST00000030643	protein_coding
ENSMUST00000132387	processed_transcript
ENSMUST00000142730	processed_transcript
ENSMUST00000105869	protein_coding
ENSMUST00000140888	processed_transcript
ENSMUST00000131337	processed_transcript
ENSMUST00000148863	processed_transcript
ENSMUST00000105870	protein_coding
ENSMUST00000132658	protein_coding
ENSMUST00000145626	processed_transcript
ENSMUST00000131110	antisense
ENSMUST00000030636	protein_coding
ENSMUST00000175071	miRNA
ENSMUST00000130253	processed_transcript
ENSMUST00000127279	protein_coding
ENSMUST00000105867	protein_coding
ENSMUST00000105868	protein_coding
ENSMUST00000117209	processed_pseudogene
ENSMUST00000081525	protein_coding
ENSMUST00000134506	protein_coding
ENSMUST00000136171	protein_coding
ENSMUST00000125330	protein_coding
ENSMUST00000095074	protein_coding
ENSMUST00000155449	processed_transcript
ENSMUST00000105866	protein_coding
ENSMUST00000102550	protein_coding
ENSMUST00000116279	protein_coding
ENSMUST00000131613	nonsense_mediated_decay
ENSMUST00000130187	retained_intron
ENSMUST00000154769	protein_coding
ENSMUST00000146808	protein_coding
ENSMUST00000129836	retained_intron
ENSMUST00000060435	protein_coding
ENSMUST00000127585	processed_transcript
ENSMUST00000054096	protein_coding
ENSMUST00000038628	protein_coding
ENSMUST00000176606	retained_intron
ENSMUST00000037828	protein_coding
ENSMUST00000148479	retained_intron
ENSMUST00000140678	retained_intron
ENSMUST00000030628	protein_coding
ENSMUST00000150031	processed_transcript
ENSMUST00000137707	nonsense_mediated_decay
ENSMUST00000148595	nonsense_mediated_decay
ENSMUST00000136113	retained_intron
ENSMUST00000030627	protein_coding
ENSMUST00000136163	retained_intron
ENSMUST00000030626	protein_coding
ENSMUST00000105863	protein_coding
ENSMUST00000148900	retained_intron
ENSMUST00000078084	protein_coding
ENSMUST00000125679	processed_transcript
ENSMUST00000151178	processed_transcript
ENSMUST00000145364	processed_transcript
ENSMUST00000154837	processed_transcript
ENSMUST00000149354	processed_transcript
ENSMUST00000149003	processed_transcript
ENSMUST00000030622	protein_coding
ENSMUST00000156334	retained_intron
ENSMUST00000144037	retained_intron
ENSMUST00000146152	lincRNA
ENSMUST00000056977	protein_coding
ENSMUST00000127711	antisense
ENSMUST00000119564	protein_coding
ENSMUST00000156478	retained_intron
ENSMUST00000137027	processed_transcript
ENSMUST00000140642	processed_transcript
ENSMUST00000127109	processed_transcript
ENSMUST00000037099	protein_coding
ENSMUST00000143370	retained_intron
ENSMUST00000120974	processed_pseudogene
ENSMUST00000145711	antisense
ENSMUST00000117408	processed_pseudogene
ENSMUST00000105861	protein_coding
ENSMUST00000084846	protein_coding
ENSMUST00000136342	protein_coding
ENSMUST00000030613	protein_coding
ENSMUST00000140050	protein_coding
ENSMUST00000150619	retained_intron
ENSMUST00000136570	retained_intron
ENSMUST00000162914	retained_intron
ENSMUST00000151251	retained_intron
ENSMUST00000131301	nonsense_mediated_decay
ENSMUST00000154788	retained_intron
ENSMUST00000131373	protein_coding
ENSMUST00000134854	retained_intron
ENSMUST00000136409	nonsense_mediated_decay
ENSMUST00000134019	processed_transcript
ENSMUST00000105860	protein_coding
ENSMUST00000105858	protein_coding
ENSMUST00000105859	protein_coding
ENSMUST00000064481	protein_coding
ENSMUST00000105857	protein_coding
ENSMUST00000134717	processed_transcript
ENSMUST00000123632	protein_coding
ENSMUST00000154518	protein_coding
ENSMUST00000120561	processed_pseudogene
ENSMUST00000120372	processed_pseudogene
ENSMUST00000030606	protein_coding
ENSMUST00000132654	protein_coding
ENSMUST00000102169	miRNA
ENSMUST00000156635	protein_coding
ENSMUST00000149741	sense_intronic
ENSMUST00000105856	protein_coding
ENSMUST00000102549	protein_coding
ENSMUST00000140982	protein_coding
ENSMUST00000148023	processed_transcript
ENSMUST00000145020	protein_coding
ENSMUST00000146617	protein_coding
ENSMUST00000153891	processed_transcript
ENSMUST00000123221	processed_transcript
ENSMUST00000063707	protein_coding
ENSMUST00000116824	miRNA
ENSMUST00000105855	protein_coding
ENSMUST00000157554	snRNA
ENSMUST00000153347	lincRNA
ENSMUST00000134416	lincRNA
ENSMUST00000166316	lincRNA
ENSMUST00000148529	lincRNA
ENSMUST00000074408	protein_coding
ENSMUST00000122331	processed_pseudogene
ENSMUST00000102546	protein_coding
ENSMUST00000119054	processed_pseudogene
ENSMUST00000105854	protein_coding
ENSMUST00000145304	retained_intron
ENSMUST00000142177	retained_intron
ENSMUST00000120937	processed_pseudogene
ENSMUST00000105853	protein_coding
ENSMUST00000097844	protein_coding
ENSMUST00000102544	protein_coding
ENSMUST00000126641	protein_coding
ENSMUST00000030438	processed_transcript
ENSMUST00000154447	processed_transcript
ENSMUST00000129718	processed_transcript
ENSMUST00000149878	processed_transcript
ENSMUST00000129198	processed_transcript
ENSMUST00000142002	processed_transcript
ENSMUST00000030436	protein_coding
ENSMUST00000142585	protein_coding
ENSMUST00000180300	protein_coding
ENSMUST00000118683	processed_pseudogene
ENSMUST00000097843	protein_coding
ENSMUST00000068830	protein_coding
ENSMUST00000030434	protein_coding
ENSMUST00000153592	processed_transcript
ENSMUST00000142033	processed_transcript
ENSMUST00000146290	processed_transcript
ENSMUST00000142111	processed_transcript
ENSMUST00000030432	protein_coding
ENSMUST00000134135	processed_transcript
ENSMUST00000151879	processed_transcript
ENSMUST00000148613	processed_transcript
ENSMUST00000135644	processed_transcript
ENSMUST00000102541	protein_coding
ENSMUST00000149636	protein_coding
ENSMUST00000128929	retained_intron
ENSMUST00000143304	protein_coding
ENSMUST00000102540	protein_coding
ENSMUST00000153542	retained_intron
ENSMUST00000150430	retained_intron
ENSMUST00000105852	protein_coding
ENSMUST00000067567	protein_coding
ENSMUST00000156948	retained_intron
ENSMUST00000145350	retained_intron
ENSMUST00000150978	retained_intron
ENSMUST00000105851	protein_coding
ENSMUST00000150885	processed_transcript
ENSMUST00000123737	retained_intron
ENSMUST00000147458	protein_coding
ENSMUST00000123404	protein_coding
ENSMUST00000133438	retained_intron
ENSMUST00000125394	processed_transcript
ENSMUST00000121866	processed_pseudogene
ENSMUST00000030427	protein_coding
ENSMUST00000142289	antisense
ENSMUST00000153223	processed_transcript
ENSMUST00000137580	processed_transcript
ENSMUST00000102536	protein_coding
ENSMUST00000133613	processed_transcript
ENSMUST00000125726	processed_transcript
ENSMUST00000155873	protein_coding
ENSMUST00000147059	processed_transcript
ENSMUST00000142440	processed_transcript
ENSMUST00000150565	processed_transcript
ENSMUST00000128733	processed_transcript
ENSMUST00000121307	processed_pseudogene
ENSMUST00000157989	snRNA
ENSMUST00000008016	protein_coding
ENSMUST00000151001	retained_intron
ENSMUST00000133946	processed_transcript
ENSMUST00000061721	protein_coding
ENSMUST00000149750	processed_transcript
ENSMUST00000047526	protein_coding
ENSMUST00000136812	processed_transcript
ENSMUST00000102533	protein_coding
ENSMUST00000143942	protein_coding
ENSMUST00000144217	protein_coding
ENSMUST00000130223	protein_coding
ENSMUST00000132649	processed_transcript
ENSMUST00000069195	protein_coding
ENSMUST00000130658	protein_coding
ENSMUST00000119087	processed_pseudogene
ENSMUST00000131671	protein_coding
ENSMUST00000148843	protein_coding
ENSMUST00000084219	protein_coding
ENSMUST00000105850	protein_coding
ENSMUST00000145282	nonsense_mediated_decay
ENSMUST00000125696	protein_coding
ENSMUST00000134524	protein_coding
ENSMUST00000156259	protein_coding
ENSMUST00000153505	retained_intron
ENSMUST00000088677	protein_coding
ENSMUST00000121571	protein_coding
ENSMUST00000117699	protein_coding
ENSMUST00000133818	processed_transcript
ENSMUST00000084593	protein_coding
ENSMUST00000105849	protein_coding
ENSMUST00000170102	protein_coding
ENSMUST00000142248	retained_intron
ENSMUST00000129230	protein_coding
ENSMUST00000063021	protein_coding
ENSMUST00000001116	protein_coding
ENSMUST00000168936	protein_coding
ENSMUST00000116273	protein_coding
ENSMUST00000105847	protein_coding
ENSMUST00000046846	protein_coding
ENSMUST00000171424	retained_intron
ENSMUST00000139690	retained_intron
ENSMUST00000125111	retained_intron
ENSMUST00000147886	retained_intron
ENSMUST00000155354	protein_coding
ENSMUST00000170979	protein_coding
ENSMUST00000118562	processed_pseudogene
ENSMUST00000119037	processed_pseudogene
ENSMUST00000175006	miRNA
ENSMUST00000046647	protein_coding
ENSMUST00000178843	protein_coding
ENSMUST00000105845	protein_coding
ENSMUST00000059287	protein_coding
ENSMUST00000105846	protein_coding
ENSMUST00000151502	retained_intron
ENSMUST00000156558	protein_coding
ENSMUST00000144573	retained_intron
ENSMUST00000046384	protein_coding
ENSMUST00000046332	protein_coding
ENSMUST00000153104	processed_transcript
ENSMUST00000046285	protein_coding
ENSMUST00000030420	protein_coding
ENSMUST00000049583	protein_coding
ENSMUST00000145505	retained_intron
ENSMUST00000104436	snoRNA
ENSMUST00000132824	lincRNA
ENSMUST00000154285	lincRNA
ENSMUST00000151040	lincRNA
ENSMUST00000175553	miRNA
ENSMUST00000175107	miRNA
ENSMUST00000119518	processed_pseudogene
ENSMUST00000119286	processed_pseudogene
ENSMUST00000045747	protein_coding
ENSMUST00000051477	protein_coding
ENSMUST00000030417	protein_coding
ENSMUST00000158574	snRNA
ENSMUST00000116034	processed_pseudogene
ENSMUST00000024200	protein_coding
ENSMUST00000102522	protein_coding
ENSMUST00000134565	processed_transcript
ENSMUST00000140495	antisense
ENSMUST00000048893	protein_coding
ENSMUST00000030547	protein_coding
ENSMUST00000171332	protein_coding
ENSMUST00000155648	processed_transcript
ENSMUST00000178923	protein_coding
ENSMUST00000153100	protein_coding
ENSMUST00000105840	protein_coding
ENSMUST00000055131	protein_coding
ENSMUST00000105839	protein_coding
ENSMUST00000105838	protein_coding
ENSMUST00000105837	protein_coding
ENSMUST00000138599	processed_transcript
ENSMUST00000154395	processed_transcript
ENSMUST00000128065	protein_coding
ENSMUST00000152985	processed_transcript
ENSMUST00000141426	protein_coding
ENSMUST00000131755	protein_coding
ENSMUST00000141628	protein_coding
ENSMUST00000151807	protein_coding
ENSMUST00000153869	protein_coding
ENSMUST00000157012	protein_coding
ENSMUST00000125151	processed_transcript
ENSMUST00000139831	processed_transcript
ENSMUST00000156683	retained_intron
ENSMUST00000105835	protein_coding
ENSMUST00000152567	protein_coding
ENSMUST00000150928	protein_coding
ENSMUST00000047243	protein_coding
ENSMUST00000131536	processed_transcript
ENSMUST00000135358	antisense
ENSMUST00000097837	protein_coding
ENSMUST00000141306	protein_coding
ENSMUST00000148054	retained_intron
ENSMUST00000151601	retained_intron
ENSMUST00000123011	retained_intron
ENSMUST00000123134	retained_intron
ENSMUST00000144059	retained_intron
ENSMUST00000030551	protein_coding
ENSMUST00000141451	processed_transcript
ENSMUST00000139951	protein_coding
ENSMUST00000153588	protein_coding
ENSMUST00000133473	protein_coding
ENSMUST00000138463	processed_transcript
ENSMUST00000133566	processed_transcript
ENSMUST00000143757	processed_transcript
ENSMUST00000102518	protein_coding
ENSMUST00000130407	protein_coding
ENSMUST00000155349	antisense
ENSMUST00000156022	antisense
ENSMUST00000152368	antisense
ENSMUST00000151110	protein_coding
ENSMUST00000129607	processed_transcript
ENSMUST00000105830	protein_coding
ENSMUST00000084215	protein_coding
ENSMUST00000058133	protein_coding
ENSMUST00000139759	protein_coding
ENSMUST00000105831	protein_coding
ENSMUST00000084214	protein_coding
ENSMUST00000127707	processed_transcript
ENSMUST00000132194	processed_transcript
ENSMUST00000155142	protein_coding
ENSMUST00000124620	antisense
ENSMUST00000140796	protein_coding
ENSMUST00000133902	processed_transcript
ENSMUST00000135745	retained_intron
ENSMUST00000140317	processed_transcript
ENSMUST00000148074	processed_transcript
ENSMUST00000146658	lincRNA
ENSMUST00000105827	protein_coding
ENSMUST00000142420	processed_transcript
ENSMUST00000137865	protein_coding
ENSMUST00000105826	protein_coding
ENSMUST00000030541	protein_coding
ENSMUST00000097836	protein_coding
ENSMUST00000124305	protein_coding
ENSMUST00000105825	protein_coding
ENSMUST00000137851	protein_coding
ENSMUST00000165861	protein_coding
ENSMUST00000154581	retained_intron
ENSMUST00000130071	protein_coding
ENSMUST00000148681	protein_coding
ENSMUST00000155344	processed_transcript
ENSMUST00000105824	protein_coding
ENSMUST00000124239	protein_coding
ENSMUST00000139033	processed_transcript
ENSMUST00000105818	protein_coding
ENSMUST00000105823	protein_coding
ENSMUST00000154421	retained_intron
ENSMUST00000030539	protein_coding
ENSMUST00000105821	protein_coding
ENSMUST00000105820	retained_intron
ENSMUST00000030538	protein_coding
ENSMUST00000105816	protein_coding
ENSMUST00000030536	protein_coding
ENSMUST00000105817	protein_coding
ENSMUST00000144986	retained_intron
ENSMUST00000030535	protein_coding
ENSMUST00000105032	protein_coding
ENSMUST00000062902	antisense
ENSMUST00000117723	processed_pseudogene
ENSMUST00000044058	protein_coding
ENSMUST00000105813	protein_coding
ENSMUST00000105815	protein_coding
ENSMUST00000050918	protein_coding
ENSMUST00000030533	protein_coding
ENSMUST00000137206	protein_coding
ENSMUST00000105812	nonsense_mediated_decay
ENSMUST00000157964	snRNA
ENSMUST00000154312	processed_transcript
ENSMUST00000133319	processed_transcript
ENSMUST00000146415	nonsense_mediated_decay
ENSMUST00000105810	protein_coding
ENSMUST00000105811	protein_coding
ENSMUST00000105809	protein_coding
ENSMUST00000105808	protein_coding
ENSMUST00000124660	protein_coding
ENSMUST00000030530	protein_coding
ENSMUST00000135156	processed_transcript
ENSMUST00000030526	protein_coding
ENSMUST00000030528	protein_coding
ENSMUST00000105806	protein_coding
ENSMUST00000102512	protein_coding
ENSMUST00000102513	protein_coding
ENSMUST00000030524	protein_coding
ENSMUST00000102511	protein_coding
ENSMUST00000127183	processed_transcript
ENSMUST00000136393	processed_transcript
ENSMUST00000140117	processed_transcript
ENSMUST00000154844	processed_transcript
ENSMUST00000157269	snRNA
ENSMUST00000077582	protein_coding
ENSMUST00000135748	polymorphic_pseudogene
ENSMUST00000134898	processed_transcript
ENSMUST00000147728	retained_intron
ENSMUST00000140100	processed_transcript
ENSMUST00000105805	protein_coding
ENSMUST00000030531	protein_coding
ENSMUST00000105803	protein_coding
ENSMUST00000105804	protein_coding
ENSMUST00000097830	protein_coding
ENSMUST00000116094	protein_coding
ENSMUST00000123636	protein_coding
ENSMUST00000043042	protein_coding
ENSMUST00000050949	protein_coding
ENSMUST00000124835	processed_transcript
ENSMUST00000105802	protein_coding
ENSMUST00000068036	protein_coding
ENSMUST00000042844	protein_coding
ENSMUST00000132940	processed_transcript
ENSMUST00000132900	processed_transcript
ENSMUST00000143971	protein_coding
ENSMUST00000063040	processed_transcript
ENSMUST00000123488	processed_transcript
ENSMUST00000154642	processed_transcript
ENSMUST00000119538	processed_pseudogene
ENSMUST00000097827	antisense
ENSMUST00000102508	protein_coding
ENSMUST00000131912	protein_coding
ENSMUST00000102507	protein_coding
ENSMUST00000131793	retained_intron
ENSMUST00000150077	processed_transcript
ENSMUST00000030518	protein_coding
ENSMUST00000156760	retained_intron
ENSMUST00000145368	protein_coding
ENSMUST00000138045	protein_coding
ENSMUST00000042675	protein_coding
ENSMUST00000132385	processed_transcript
ENSMUST00000139840	nonsense_mediated_decay
ENSMUST00000053862	protein_coding
ENSMUST00000172747	protein_coding
ENSMUST00000105801	protein_coding
ENSMUST00000141007	nonsense_mediated_decay
ENSMUST00000073787	protein_coding
ENSMUST00000153645	processed_transcript
ENSMUST00000175168	miRNA
ENSMUST00000157318	miRNA
ENSMUST00000120000	unprocessed_pseudogene
ENSMUST00000117963	processed_pseudogene
ENSMUST00000131052	processed_transcript
ENSMUST00000102503	protein_coding
ENSMUST00000030513	protein_coding
ENSMUST00000128239	retained_intron
ENSMUST00000155257	protein_coding
ENSMUST00000139749	retained_intron
ENSMUST00000123968	retained_intron
ENSMUST00000042096	protein_coding
ENSMUST00000082262	protein_coding
ENSMUST00000179784	protein_coding
ENSMUST00000144335	processed_transcript
ENSMUST00000147999	protein_coding
ENSMUST00000155700	processed_transcript
ENSMUST00000097822	protein_coding
ENSMUST00000165860	protein_coding
ENSMUST00000133220	processed_transcript
ENSMUST00000129949	protein_coding
ENSMUST00000149995	retained_intron
ENSMUST00000129779	protein_coding
ENSMUST00000136230	retained_intron
ENSMUST00000145273	retained_intron
ENSMUST00000145659	processed_transcript
ENSMUST00000141327	retained_intron
ENSMUST00000135534	retained_intron
ENSMUST00000123827	protein_coding
ENSMUST00000040023	protein_coding
ENSMUST00000174078	protein_coding
ENSMUST00000178322	miRNA
ENSMUST00000178644	nonsense_mediated_decay
ENSMUST00000039818	protein_coding
ENSMUST00000146309	processed_transcript
ENSMUST00000124987	processed_transcript
ENSMUST00000030510	protein_coding
ENSMUST00000166773	protein_coding
ENSMUST00000030508	protein_coding
ENSMUST00000174681	protein_coding
ENSMUST00000151651	lincRNA
ENSMUST00000128563	lincRNA
ENSMUST00000153921	lincRNA
ENSMUST00000138672	lincRNA
ENSMUST00000105031	protein_coding
ENSMUST00000158669	miRNA
ENSMUST00000039331	protein_coding
ENSMUST00000135858	antisense
ENSMUST00000137283	antisense
ENSMUST00000126252	lincRNA
ENSMUST00000156409	lincRNA
ENSMUST00000135716	lincRNA
ENSMUST00000140113	lincRNA
ENSMUST00000069623	protein_coding
ENSMUST00000097820	protein_coding
ENSMUST00000105799	protein_coding
ENSMUST00000105798	protein_coding
ENSMUST00000105797	protein_coding
ENSMUST00000138493	nonsense_mediated_decay
ENSMUST00000039204	protein_coding
ENSMUST00000140403	nonsense_mediated_decay
ENSMUST00000147426	protein_coding
ENSMUST00000125045	retained_intron
ENSMUST00000143614	protein_coding
ENSMUST00000154979	protein_coding
ENSMUST00000141469	lincRNA
ENSMUST00000175041	miRNA
ENSMUST00000071169	protein_coding
ENSMUST00000138808	protein_coding
ENSMUST00000038893	protein_coding
ENSMUST00000138682	processed_transcript
ENSMUST00000129838	processed_transcript
ENSMUST00000175330	miRNA
ENSMUST00000038749	protein_coding
ENSMUST00000125046	processed_transcript
ENSMUST00000130267	protein_coding
ENSMUST00000026381	protein_coding
ENSMUST00000137516	processed_transcript
